,country,year,suicides_no,population,suicides_rate
23128,Slovenia,2002,8,142886,5.6
23129,Slovenia,2002,3,136783,2.19
23130,Slovenia,2002,1,103743,0.96
23131,Slovenia,2002,0,109483,0.0
23132,Slovenia,2003,40,34740,115.14
23133,Slovenia,2003,134,181492,73.83
23134,Slovenia,2003,184,315456,58.33
23135,Slovenia,2003,46,151181,30.43
23136,Slovenia,2003,23,82323,27.94
23137,Slovenia,2003,35,142836,24.5
23138,Slovenia,2003,47,214044,21.96
23139,Slovenia,2003,36,302356,11.91
23140,Slovenia,2003,9,135063,6.66
23141,Slovenia,2003,7,142434,4.91
23142,Slovenia,2003,1,105663,0.95
23143,Slovenia,2003,0,100001,0.0
23144,Slovenia,2004,119,184906,64.36
23145,Slovenia,2004,19,36793,51.64
23146,Slovenia,2004,162,315288,51.38
23147,Slovenia,2004,23,85655,26.85
23148,Slovenia,2004,38,152360,24.94
23149,Slovenia,2004,50,215493,23.2
23150,Slovenia,2004,30,139197,21.55
23151,Slovenia,2004,46,302844,15.19
23152,Slovenia,2004,12,132163,9.08
23153,Slovenia,2004,9,143419,6.28
23154,Slovenia,2004,2,97051,2.06
23155,Slovenia,2004,2,102693,1.95
23156,Slovenia,2005,43,39044,110.13
23157,Slovenia,2005,108,189607,56.96
23158,Slovenia,2005,152,314730,48.3
23159,Slovenia,2005,59,154354,38.22
23160,Slovenia,2005,29,135934,21.33
23161,Slovenia,2005,18,88774,20.28
23162,Slovenia,2005,44,217991,20.18
23163,Slovenia,2005,37,302228,12.24
23164,Slovenia,2005,7,144701,4.84
23165,Slovenia,2005,5,128929,3.88
23166,Slovenia,2005,1,94970,1.05
23167,Slovenia,2005,0,100555,0.0
23168,Slovenia,2006,48,41789,114.86
23169,Slovenia,2006,142,194970,72.83
23170,Slovenia,2006,159,313755,50.68
23171,Slovenia,2006,45,157003,28.66
23172,Slovenia,2006,21,92452,22.71
23173,Slovenia,2006,45,220693,20.39
23174,Slovenia,2006,21,133542,15.73
23175,Slovenia,2006,33,301024,10.96
23176,Slovenia,2006,7,125724,5.57
23177,Slovenia,2006,8,146103,5.48
23178,Slovenia,2006,0,92937,0.0
23179,Slovenia,2006,0,98578,0.0
23180,Slovenia,2007,45,44241,101.72
23181,Slovenia,2007,112,199979,56.01
23182,Slovenia,2007,121,315897,38.3
23183,Slovenia,2007,42,159609,26.31
23184,Slovenia,2007,21,95826,21.91
23185,Slovenia,2007,31,223540,13.87
23186,Slovenia,2007,15,130849,11.46
23187,Slovenia,2007,32,300437,10.65
23188,Slovenia,2007,7,121715,5.75
23189,Slovenia,2007,8,146261,5.47
23190,Slovenia,2007,0,91679,0.0
23191,Slovenia,2007,0,97299,0.0
23192,Slovenia,2008,41,46547,88.08
23193,Slovenia,2008,96,206257,46.54
23194,Slovenia,2008,124,319105,38.86
23195,Slovenia,2008,28,131046,21.37
23196,Slovenia,2008,35,164191,21.32
23197,Slovenia,2008,17,99156,17.14
23198,Slovenia,2008,32,226771,14.11
23199,Slovenia,2008,25,299486,8.35
23200,Slovenia,2008,7,146036,4.79
23201,Slovenia,2008,3,118493,2.53
23202,Slovenia,2008,0,90499,0.0
23203,Slovenia,2008,0,96171,0.0
23204,Slovenia,2009,38,48622,78.15
23205,Slovenia,2009,117,211765,55.25
23206,Slovenia,2009,134,316752,42.3
23207,Slovenia,2009,43,162292,26.5
23208,Slovenia,2009,21,101714,20.65
23209,Slovenia,2009,38,230162,16.51
23210,Slovenia,2009,18,125503,14.34
23211,Slovenia,2009,33,298902,11.04
23212,Slovenia,2009,3,115384,2.6
23213,Slovenia,2009,2,145730,1.37
23214,Slovenia,2009,0,89801,0.0
23215,Slovenia,2009,0,95410,0.0
23216,Slovenia,2010,49,50887,96.29
23217,Slovenia,2010,107,217743,49.14
23218,Slovenia,2010,121,315209,38.39
23219,Slovenia,2010,25,121143,20.64
23220,Slovenia,2010,32,161002,19.88
23221,Slovenia,2010,35,234322,14.94
23222,Slovenia,2010,12,104453,11.49
23223,Slovenia,2010,25,297867,8.39
23224,Slovenia,2010,5,145274,3.44
23225,Slovenia,2010,2,95051,2.1
23226,Slovenia,2010,1,112313,0.89
23227,Slovenia,2010,0,89510,0.0
23228,Slovenia,2011,56,53258,105.15
23229,Slovenia,2011,132,222946,59.21
23230,Slovenia,2011,112,314052,35.66
23231,Slovenia,2011,20,106590,18.76
23232,Slovenia,2011,21,117052,17.94
23233,Slovenia,2011,26,157791,16.48
23234,Slovenia,2011,30,238651,12.57
23235,Slovenia,2011,30,297513,10.08
23236,Slovenia,2011,7,142978,4.9
23237,Slovenia,2011,1,109517,0.91
23238,Slovenia,2011,0,89373,0.0
23239,Slovenia,2011,0,94840,0.0
23240,Slovenia,2012,60,55583,107.95
23241,Slovenia,2012,118,227915,51.77
23242,Slovenia,2012,134,313295,42.77
23243,Slovenia,2012,28,155339,18.03
23244,Slovenia,2012,20,113220,17.66
23245,Slovenia,2012,38,242411,15.68
23246,Slovenia,2012,12,108527,11.06
23247,Slovenia,2012,19,296768,6.4
23248,Slovenia,2012,9,141197,6.37
23249,Slovenia,2012,1,89873,1.11
23250,Slovenia,2012,1,106474,0.94
23251,Slovenia,2012,0,95386,0.0
23252,Slovenia,2013,57,57600,98.96
23253,Slovenia,2013,121,231859,52.19
23254,Slovenia,2013,122,314098,38.84
23255,Slovenia,2013,36,153170,23.5
23256,Slovenia,2013,23,108938,21.11
23257,Slovenia,2013,20,110100,18.17
23258,Slovenia,2013,38,245775,15.46
23259,Slovenia,2013,18,295893,6.08
23260,Slovenia,2013,8,139622,5.73
23261,Slovenia,2013,2,102771,1.95
23262,Slovenia,2013,1,96956,1.03
23263,Slovenia,2013,0,91494,0.0
23264,Slovenia,2014,51,59850,85.21
23265,Slovenia,2014,110,236325,46.55
23266,Slovenia,2014,114,314707,36.22
23267,Slovenia,2014,33,149299,22.1
23268,Slovenia,2014,16,105581,15.15
23269,Slovenia,2014,15,112058,13.39
23270,Slovenia,2014,21,249169,8.43
23271,Slovenia,2014,21,295872,7.1
23272,Slovenia,2014,3,99794,3.01
23273,Slovenia,2014,3,136448,2.2
23274,Slovenia,2014,1,99080,1.01
23275,Slovenia,2014,0,93603,0.0
23276,Slovenia,2015,62,62345,99.45
23277,Slovenia,2015,120,239919,50.02
23278,Slovenia,2015,106,315248,33.62
23279,Slovenia,2015,29,144722,20.04
23280,Slovenia,2015,19,114010,16.67
23281,Slovenia,2015,40,252261,15.86
23282,Slovenia,2015,14,103331,13.55
23283,Slovenia,2015,23,295637,7.78
23284,Slovenia,2015,5,132806,3.76
23285,Slovenia,2015,3,97579,3.07
23286,Slovenia,2015,1,101184,0.99
23287,Slovenia,2015,0,95590,0.0
23288,South Africa,1996,6,167328,3.59
23289,South Africa,1996,32,3302060,0.97
23290,South Africa,1996,36,4031071,0.89
23291,South Africa,1996,10,1497309,0.67
23292,South Africa,1996,27,4363896,0.62
23293,South Africa,1996,8,1784403,0.45
23294,South Africa,1996,1,319242,0.31
23295,South Africa,1996,12,4384015,0.27
23296,South Africa,1996,8,4301900,0.19
23297,South Africa,1996,2,5115933,0.04
23298,South Africa,1996,1,3428200,0.03
23299,South Africa,1996,0,5078295,0.0
23300,South Africa,1997,4,332140,1.2
23301,South Africa,1997,16,1532172,1.04
23302,South Africa,1997,20,3388675,0.59
23303,South Africa,1997,1,174961,0.57
23304,South Africa,1997,24,4465965,0.54
23305,South Africa,1997,21,4141015,0.51
23306,South Africa,1997,7,4431607,0.16
23307,South Africa,1997,5,3508770,0.14
23308,South Africa,1997,2,1839119,0.11
23309,South Africa,1997,4,4474858,0.09
23310,South Africa,1997,0,5099973,0.0
23311,South Africa,1997,0,5138902,0.0
23312,South Africa,1998,4,180629,2.21
23313,South Africa,1998,41,3477929,1.18
23314,South Africa,1998,42,4251380,0.99
23315,South Africa,1998,35,4561233,0.77
23316,South Africa,1998,12,1567615,0.77
23317,South Africa,1998,2,343513,0.58
23318,South Africa,1998,17,4559940,0.37
23319,South Africa,1998,7,1894428,0.37
23320,South Africa,1998,10,4559720,0.22
23321,South Africa,1998,5,3587008,0.14
23322,South Africa,1998,3,5145480,0.06
23323,South Africa,1998,2,5103593,0.04
23324,South Africa,1999,5,184389,2.71
23325,South Africa,1999,64,3570497,1.79
23326,South Africa,1999,71,4365175,1.63
23327,South Africa,1999,58,4649933,1.25
23328,South Africa,1999,17,1603221,1.06
23329,South Africa,1999,3,354019,0.85
23330,South Africa,1999,21,3664774,0.57
23331,South Africa,1999,19,4689648,0.41
23332,South Africa,1999,5,1949775,0.26
23333,South Africa,1999,10,4640195,0.22
23334,South Africa,1999,4,5140790,0.08
23335,South Africa,1999,2,5095144,0.04
23336,South Africa,2000,4,186160,2.15
23337,South Africa,2000,79,4484198,1.76
23338,South Africa,2000,56,3666534,1.53
23339,South Africa,2000,24,1639109,1.46
23340,South Africa,2000,41,4731845,0.87
23341,South Africa,2000,16,3743453,0.43
23342,South Africa,2000,18,4715537,0.38
23343,South Africa,2000,18,4823228,0.37
23344,South Africa,2000,1,364031,0.27
23345,South Africa,2000,4,2005213,0.2
23346,South Africa,2000,5,5129271,0.1
23347,South Africa,2000,1,5079980,0.02
23348,South Africa,2001,6,196844,3.05
23349,South Africa,2001,102,3744470,2.72
23350,South Africa,2001,99,4575178,2.16
23351,South Africa,2001,86,4814340,1.79
23352,South Africa,2001,15,1671023,0.9
23353,South Africa,2001,27,4783006,0.56
23354,South Africa,2001,21,4940098,0.43
23355,South Africa,2001,15,3806836,0.39
23356,South Africa,2001,6,2053745,0.29
23357,South Africa,2001,4,5137175,0.08
23358,South Africa,2001,3,5081802,0.06
23359,South Africa,2001,0,381082,0.0
23360,South Africa,2002,67,4667760,1.44
23361,South Africa,2002,46,3829330,1.2
23362,South Africa,2002,55,4895133,1.12
23363,South Africa,2002,2,205605,0.97
23364,South Africa,2002,14,1702348,0.82
23365,South Africa,2002,26,4851340,0.54
23366,South Africa,2002,1,396984,0.25
23367,South Africa,2002,4,2102686,0.19
23368,South Africa,2002,9,5057440,0.18
23369,South Africa,2002,6,3871715,0.15
23370,South Africa,2002,5,5141866,0.1
23371,South Africa,2002,1,5081661,0.02
23372,South Africa,2003,4,212092,1.89
23373,South Africa,2003,61,3920433,1.56
23374,South Africa,2003,58,4760427,1.22
23375,South Africa,2003,5,411590,1.21
23376,South Africa,2003,50,4970281,1.01
23377,South Africa,2003,16,1735290,0.92
23378,South Africa,2003,21,4917197,0.43
23379,South Africa,2003,17,5172481,0.33
23380,South Africa,2003,12,3937685,0.3
23381,South Africa,2003,5,2154419,0.23
23382,South Africa,2003,4,5143653,0.08
23383,South Africa,2003,3,5079761,0.06
23384,South Africa,2004,6,216088,2.78
23385,South Africa,2004,90,4016137,2.24
23386,South Africa,2004,88,4851225,1.81
23387,South Africa,2004,31,1772427,1.75
23388,South Africa,2004,71,5034637,1.41
23389,South Africa,2004,29,4974786,0.58
23390,South Africa,2004,27,5280926,0.51
23391,South Africa,2004,20,4004871,0.5
23392,South Africa,2004,2,424755,0.47
23393,South Africa,2004,8,2212147,0.36
23394,South Africa,2004,8,5142164,0.16
23395,South Africa,2004,3,5075711,0.06
23396,South Africa,2005,7,217456,3.22
23397,South Africa,2005,123,4115079,2.99
23398,South Africa,2005,113,4940028,2.29
23399,South Africa,2005,84,5085130,1.65
23400,South Africa,2005,26,1814968,1.43
23401,South Africa,2005,6,436545,1.37
23402,South Africa,2005,37,5019979,0.74
23403,South Africa,2005,13,2277534,0.57
23404,South Africa,2005,24,5380632,0.45
23405,South Africa,2005,17,4074236,0.42
23406,South Africa,2005,4,5068338,0.08
23407,South Africa,2005,4,5136182,0.08
23408,South Africa,2006,11,229481,4.79
23409,South Africa,2006,147,4197897,3.5
23410,South Africa,2006,113,5016840,2.25
23411,South Africa,2006,39,1858272,2.1
23412,South Africa,2006,98,5120804,1.91
23413,South Africa,2006,5,455513,1.1
23414,South Africa,2006,24,4128825,0.58
23415,South Africa,2006,29,5047676,0.57
23416,South Africa,2006,23,5474446,0.42
23417,South Africa,2006,9,2340680,0.38
23418,South Africa,2006,9,5138413,0.18
23419,South Africa,2006,7,5070210,0.14
23420,South Africa,2007,86,4286162,2.01
23421,South Africa,2007,101,5090390,1.98
23422,South Africa,2007,92,5143929,1.79
23423,South Africa,2007,7,472676,1.48
23424,South Africa,2007,25,1905779,1.31
23425,South Africa,2007,3,239229,1.25
23426,South Africa,2007,38,5065647,0.75
23427,South Africa,2007,28,5558737,0.5
23428,South Africa,2007,11,2411075,0.46
23429,South Africa,2007,18,4186842,0.43
23430,South Africa,2007,6,5142720,0.12
23431,South Africa,2007,2,5074249,0.04
23432,South Africa,2008,9,272288,3.31
23433,South Africa,2008,103,3943063,2.61
23434,South Africa,2008,112,4596136,2.44
23435,South Africa,2008,92,4976793,1.85
23436,South Africa,2008,27,1965744,1.37
23437,South Africa,2008,35,5015977,0.7
23438,South Africa,2008,26,5219348,0.5
23439,South Africa,2008,20,4284107,0.47
23440,South Africa,2008,2,464061,0.43
23441,South Africa,2008,8,2481274,0.32
23442,South Africa,2008,4,5197475,0.08
23443,South Africa,2008,3,5264320,0.06
23444,South Africa,2009,80,4482123,1.78
23445,South Africa,2009,34,2011938,1.69
23446,South Africa,2009,4,249921,1.6
23447,South Africa,2009,79,5245122,1.51
23448,South Africa,2009,77,5166324,1.49
23449,South Africa,2009,36,5087135,0.71
23450,South Africa,2009,3,502919,0.6
23451,South Africa,2009,25,5714588,0.44
23452,South Africa,2009,18,4321786,0.42
23453,South Africa,2009,8,2569004,0.31
23454,South Africa,2009,6,5162677,0.12
23455,South Africa,2009,2,5093511,0.04
23456,South Africa,2010,9,250341,3.6
23457,South Africa,2010,106,4588964,2.31
23458,South Africa,2010,35,2069020,1.69
23459,South Africa,2010,85,5336625,1.59
23460,South Africa,2010,56,5175095,1.08
23461,South Africa,2010,4,516647,0.77
23462,South Africa,2010,32,5099408,0.63
23463,South Africa,2010,28,5795087,0.48
23464,South Africa,2010,20,4402203,0.45
23465,South Africa,2010,8,2654031,0.3
23466,South Africa,2010,8,5179048,0.15
23467,South Africa,2010,2,5109731,0.04
23468,South Africa,2011,88,4671416,1.88
23469,South Africa,2011,87,5470606,1.59
23470,South Africa,2011,77,5175523,1.49
23471,South Africa,2011,28,2131366,1.31
23472,South Africa,2011,2,262348,0.76
23473,South Africa,2011,4,538536,0.74
23474,South Africa,2011,34,5097135,0.67
23475,South Africa,2011,15,4483203,0.33
23476,South Africa,2011,7,2742168,0.26
23477,South Africa,2011,13,5909995,0.22
23478,South Africa,2011,2,5126281,0.04
23479,South Africa,2011,1,5198162,0.02
23480,South Africa,2012,8,271907,2.94
23481,South Africa,2012,128,4757896,2.69
23482,South Africa,2012,107,5178479,2.07
23483,South Africa,2012,35,2198707,1.59
23484,South Africa,2012,88,5612118,1.57
23485,South Africa,2012,48,5096625,0.94
23486,South Africa,2012,13,2837036,0.46
23487,South Africa,2012,26,6027847,0.43
23488,South Africa,2012,19,4571162,0.42
23489,South Africa,2012,1,559272,0.18
23490,South Africa,2012,7,5149736,0.14
23491,South Africa,2012,7,5223471,0.13
23492,South Africa,2013,164,4845315,3.38
23493,South Africa,2013,119,5182542,2.3
23494,South Africa,2013,128,5759158,2.22
23495,South Africa,2013,44,2270829,1.94
23496,South Africa,2013,5,278931,1.79
23497,South Africa,2013,4,578958,0.69
23498,South Africa,2013,32,4661719,0.69
23499,South Africa,2013,32,5097679,0.63
23500,South Africa,2013,15,2938056,0.51
23501,South Africa,2013,29,6147849,0.47
23502,South Africa,2013,8,5178408,0.15
23503,South Africa,2013,7,5253255,0.13
23504,South Africa,2014,154,4927939,3.13
23505,South Africa,2014,8,283529,2.82
23506,South Africa,2014,126,5186816,2.43
23507,South Africa,2014,127,5910695,2.15
23508,South Africa,2014,40,2347004,1.7
23509,South Africa,2014,50,5100812,0.98
23510,South Africa,2014,32,4747193,0.67
23511,South Africa,2014,23,6270420,0.37
23512,South Africa,2014,11,3044479,0.36
23513,South Africa,2014,2,597700,0.33
23514,South Africa,2014,4,5285360,0.08
23515,South Africa,2014,3,5210182,0.06
23516,South Africa,2015,8,285743,2.8
23517,South Africa,2015,126,5001052,2.52
23518,South Africa,2015,90,5190482,1.73
23519,South Africa,2015,41,2426511,1.69
23520,South Africa,2015,101,6066751,1.66
23521,South Africa,2015,34,5105930,0.67
23522,South Africa,2015,27,4822164,0.56
23523,South Africa,2015,26,6396045,0.41
23524,South Africa,2015,2,615701,0.32
23525,South Africa,2015,10,3155486,0.32
23526,South Africa,2015,11,5318168,0.21
23527,South Africa,2015,6,5243427,0.11
23528,Spain,1985,305,691500,44.11
23529,Spain,1985,624,3115900,20.03
23530,Spain,1985,131,1174800,11.15
23531,Spain,1985,497,4471200,11.12
23532,Spain,1985,219,2712700,8.07
23533,Spain,1985,277,3683300,7.52
23534,Spain,1985,176,3330600,5.28
23535,Spain,1985,174,4544800,3.83
23536,Spain,1985,59,2677200,2.2
23537,Spain,1985,43,3195300,1.35
23538,Spain,1985,8,3295100,0.24
23539,Spain,1985,1,3104600,0.03
23540,Spain,1986,305,711500,42.87
23541,Spain,1986,677,3178900,21.3
23542,Spain,1986,538,4478200,12.01
23543,Spain,1986,127,1211300,10.48
23544,Spain,1986,265,2772100,9.56
23545,Spain,1986,301,3738800,8.05
23546,Spain,1986,227,3353400,6.77
23547,Spain,1986,157,4547100,3.45
23548,Spain,1986,75,2735700,2.74
23549,Spain,1986,54,3207300,1.68
23550,Spain,1986,20,3239500,0.62
23551,Spain,1986,9,3049200,0.3
23552,Spain,1987,335,736300,45.5
23553,Spain,1987,693,3244700,21.36
23554,Spain,1987,479,4474500,10.71
23555,Spain,1987,127,1261300,10.07
23556,Spain,1987,277,2833500,9.78
23557,Spain,1987,320,3808600,8.4
23558,Spain,1987,216,3362100,6.42
23559,Spain,1987,180,4549700,3.96
23560,Spain,1987,90,2801900,3.21
23561,Spain,1987,68,3213800,2.12
23562,Spain,1987,17,3161900,0.54
23563,Spain,1987,2,2977400,0.07
23564,Spain,1988,354,755200,46.88
23565,Spain,1988,651,3307000,19.69
23566,Spain,1988,156,1297500,12.02
23567,Spain,1988,537,4483800,11.98
23568,Spain,1988,303,2906400,10.43
23569,Spain,1988,284,3371400,8.42
23570,Spain,1988,324,3864700,8.38
23571,Spain,1988,191,4554500,4.19
23572,Spain,1988,79,2870100,2.75
23573,Spain,1988,59,3215500,1.83
23574,Spain,1988,21,3077100,0.68
23575,Spain,1988,1,2894100,0.03
23576,Spain,1989,359,771500,46.53
23577,Spain,1989,679,3366700,20.17
23578,Spain,1989,557,4499700,12.38
23579,Spain,1989,152,1330200,11.43
23580,Spain,1989,316,2980700,10.6
23581,Spain,1989,284,3374700,8.42
23582,Spain,1989,325,3919400,8.29
23583,Spain,1989,154,4564900,3.37
23584,Spain,1989,77,2936900,2.62
23585,Spain,1989,60,3213700,1.87
23586,Spain,1989,18,2981100,0.6
23587,Spain,1989,6,2800900,0.21
23588,Spain,1990,404,785000,51.46
23589,Spain,1990,666,3421900,19.46
23590,Spain,1990,175,1359100,12.88
23591,Spain,1990,325,3053500,10.64
23592,Spain,1990,481,4525600,10.63
23593,Spain,1990,308,3971400,7.76
23594,Spain,1990,240,3371500,7.12
23595,Spain,1990,171,4584100,3.73
23596,Spain,1990,90,3001500,3.0
23597,Spain,1990,54,3206700,1.68
23598,Spain,1990,19,2878900,0.66
23599,Spain,1990,6,2702200,0.22
23600,Spain,1991,350,795900,43.98
23601,Spain,1991,732,3467000,21.11
23602,Spain,1991,172,1384500,12.42
23603,Spain,1991,326,3119800,10.45
23604,Spain,1991,473,4568000,10.35
23605,Spain,1991,299,4013100,7.45
23606,Spain,1991,238,3364700,7.07
23607,Spain,1991,148,4620300,3.2
23608,Spain,1991,82,3059300,2.68
23609,Spain,1991,71,3196500,2.22
23610,Spain,1991,20,2770700,0.72
23611,Spain,1991,5,2598300,0.19
23612,Spain,1992,390,812200,48.02
23613,Spain,1992,655,3495400,18.74
23614,Spain,1992,338,3155200,10.71
23615,Spain,1992,490,4623700,10.6
23616,Spain,1992,151,1432300,10.54
23617,Spain,1992,225,3331200,6.75
23618,Spain,1992,263,4048900,6.5
23619,Spain,1992,157,4685500,3.35
23620,Spain,1992,66,3104800,2.13
23621,Spain,1992,42,3175900,1.32
23622,Spain,1992,6,2647400,0.23
23623,Spain,1992,3,2488400,0.12
23624,Spain,1993,366,838900,43.63
23625,Spain,1993,690,3563100,19.37
23626,Spain,1993,588,4692900,12.53
23627,Spain,1993,377,3122600,12.07
23628,Spain,1993,144,1469100,9.8
23629,Spain,1993,246,3354900,7.33
23630,Spain,1993,295,4089500,7.21
23631,Spain,1993,168,4741500,3.54
23632,Spain,1993,92,3057000,3.01
23633,Spain,1993,53,3210400,1.65
23634,Spain,1993,16,2554000,0.63
23635,Spain,1993,2,2428200,0.08
23636,Spain,1994,381,857200,44.45
23637,Spain,1994,739,3579300,20.65
23638,Spain,1994,418,3161200,13.22
23639,Spain,1994,628,4783200,13.13
23640,Spain,1994,150,1502900,9.98
23641,Spain,1994,253,3334000,7.59
23642,Spain,1994,286,4103900,6.97
23643,Spain,1994,168,4829500,3.48
23644,Spain,1994,80,3089200,2.59
23645,Spain,1994,56,3190200,1.76
23646,Spain,1994,10,2447200,0.41
23647,Spain,1994,2,2325300,0.09
23648,Spain,1995,397,880700,45.08
23649,Spain,1995,718,3583900,20.03
23650,Spain,1995,398,3196300,12.45
23651,Spain,1995,600,4882200,12.29
23652,Spain,1995,158,1541300,10.25
23653,Spain,1995,287,3297800,8.7
23654,Spain,1995,273,4106700,6.65
23655,Spain,1995,183,4928000,3.71
23656,Spain,1995,69,3118000,2.21
23657,Spain,1995,65,3156100,2.06
23658,Spain,1995,8,2351100,0.34
23659,Spain,1995,1,2233200,0.04
23660,Spain,1996,403,909200,44.32
23661,Spain,1996,716,3585800,19.97
23662,Spain,1996,643,4980500,12.91
23663,Spain,1996,406,3228500,12.58
23664,Spain,1996,161,1585000,10.16
23665,Spain,1996,278,3245600,8.57
23666,Spain,1996,298,4106800,7.26
23667,Spain,1996,222,5026000,4.42
23668,Spain,1996,110,3144900,3.5
23669,Spain,1996,70,3106900,2.25
23670,Spain,1996,8,2153000,0.37
23671,Spain,1996,5,2269000,0.22
23672,Spain,1997,464,942200,49.25
23673,Spain,1997,702,3593200,19.54
23674,Spain,1997,673,5072000,13.27
23675,Spain,1997,421,3257100,12.93
23676,Spain,1997,186,1633100,11.39
23677,Spain,1997,257,3177500,8.09
23678,Spain,1997,292,4112300,7.1
23679,Spain,1997,207,5117000,4.05
23680,Spain,1997,87,3169000,2.75
23681,Spain,1997,70,3042300,2.3
23682,Spain,1997,9,2202500,0.41
23683,Spain,1997,5,2086800,0.24
23684,Spain,1998,451,977600,46.13
23685,Spain,1998,702,3602900,19.48
23686,Spain,1998,443,3282800,13.49
23687,Spain,1998,650,5160800,12.59
23688,Spain,1998,155,1683900,9.2
23689,Spain,1998,249,3095400,8.04
23690,Spain,1998,257,4120800,6.24
23691,Spain,1998,203,5204500,3.9
23692,Spain,1998,99,3190600,3.1
23693,Spain,1998,44,2963300,1.48
23694,Spain,1998,4,2030500,0.2
23695,Spain,1998,4,2145800,0.19
23696,Spain,1999,453,1030780,43.95
23697,Spain,1999,681,3645758,18.68
23698,Spain,1999,689,5278476,13.05
23699,Spain,1999,368,3349113,10.99
23700,Spain,1999,171,1752702,9.76
23701,Spain,1999,309,4152474,7.44
23702,Spain,1999,218,3024035,7.21
23703,Spain,1999,204,5320218,3.83
23704,Spain,1999,61,2890218,2.11
23705,Spain,1999,64,3242804,1.97
23706,Spain,1999,2,2109838,0.09
23707,Spain,1999,0,1992855,0.0
23708,Spain,2000,488,1085540,44.95
23709,Spain,2000,710,3711409,19.13
23710,Spain,2000,742,5461859,13.59
23711,Spain,2000,400,3377214,11.84
23712,Spain,2000,165,1821548,9.06
23713,Spain,2000,229,2984879,7.67
23714,Spain,2000,285,4176546,6.82
23715,Spain,2000,216,5498932,3.93
23716,Spain,2000,107,3274904,3.27
23717,Spain,2000,43,2846326,1.51
23718,Spain,2000,6,2096540,0.29
23719,Spain,2000,3,1984299,0.15
23720,Spain,2001,462,1126029,41.03
23721,Spain,2001,658,3750171,17.55
23722,Spain,2001,702,5607814,12.52
23723,Spain,2001,407,3456947,11.77
23724,Spain,2001,160,1873657,8.54
23725,Spain,2001,194,2913033,6.66
23726,Spain,2001,228,4211088,5.41
23727,Spain,2001,234,5635311,4.15
23728,Spain,2001,93,3333937,2.79
23729,Spain,2001,40,2774641,1.44
23730,Spain,2001,7,2070400,0.34
23731,Spain,2001,4,1960476,0.2
23732,Spain,2002,498,1171341,42.52
23733,Spain,2002,688,3804296,18.08
23734,Spain,2002,752,5784305,13.0
23735,Spain,2002,414,3566812,11.61
23736,Spain,2002,154,1934508,7.96
23737,Spain,2002,196,2855801,6.86
23738,Spain,2002,268,4260724,6.29
23739,Spain,2002,245,5794565,4.23
23740,Spain,2002,103,3417162,3.01
23741,Spain,2002,46,2719911,1.69
23742,Spain,2002,7,2069866,0.34
23743,Spain,2002,1,1961320,0.05
23744,Spain,2003,523,1219166,42.9
23745,Spain,2003,676,3855429,17.53
23746,Spain,2003,799,5955985,13.42
23747,Spain,2003,459,3667417,12.52
23748,Spain,2003,162,1997884,8.11
23749,Spain,2003,191,2795116,6.83
23750,Spain,2003,250,4309104,5.8
23751,Spain,2003,266,5948492,4.47
23752,Spain,2003,93,3492577,2.66
23753,Spain,2003,56,2663400,2.1
23754,Spain,2003,2,2075819,0.1
23755,Spain,2003,1,1967167,0.05
23756,Spain,2004,498,1269270,39.24
23757,Spain,2004,659,3906640,16.87
23758,Spain,2004,887,6135485,14.46
23759,Spain,2004,421,3758199,11.2
23760,Spain,2004,183,2064141,8.87
23761,Spain,2004,175,2735115,6.4
23762,Spain,2004,261,4356779,5.99
23763,Spain,2004,267,6105697,4.37
23764,Spain,2004,89,3558696,2.5
23765,Spain,2004,56,2605983,2.15
23766,Spain,2004,11,2084465,0.53
23767,Spain,2004,1,1975353,0.05
23768,Spain,2005,508,1321048,38.45
23769,Spain,2005,663,3959581,16.74
23770,Spain,2005,829,6325167,13.11
23771,Spain,2005,402,3844965,10.46
23772,Spain,2005,166,2131394,7.79
23773,Spain,2005,277,4405181,6.29
23774,Spain,2005,164,2683966,6.11
23775,Spain,2005,228,6266642,3.64
23776,Spain,2005,117,3615897,3.24
23777,Spain,2005,38,2553272,1.49
23778,Spain,2005,4,2099387,0.19
23779,Spain,2005,3,1988979,0.15
23780,Spain,2006,491,1374287,35.73
23781,Spain,2006,676,4010241,16.86
23782,Spain,2006,822,6515790,12.62
23783,Spain,2006,368,3903848,9.43
23784,Spain,2006,144,2199499,6.55
23785,Spain,2006,153,2635454,5.81
23786,Spain,2006,217,4450959,4.88
23787,Spain,2006,245,6427029,3.81
23788,Spain,2006,87,3653351,2.38
23789,Spain,2006,39,2504340,1.56
23790,Spain,2006,3,2011294,0.15
23791,Spain,2006,2,2122756,0.09
23792,Spain,2007,536,1424885,37.62
23793,Spain,2007,633,4065846,15.57
23794,Spain,2007,841,6733333,12.49
23795,Spain,2007,332,3962434,8.38
23796,Spain,2007,146,2265062,6.45
23797,Spain,2007,248,4502070,5.51
23798,Spain,2007,114,2609810,4.37
23799,Spain,2007,275,6607654,4.16
23800,Spain,2007,97,3690155,2.63
23801,Spain,2007,30,2477304,1.21
23802,Spain,2007,7,2161485,0.32
23803,Spain,2007,5,2047289,0.24
23804,Spain,2008,484,1470360,32.92
23805,Spain,2008,701,4119213,17.02
23806,Spain,2008,972,6933625,14.02
23807,Spain,2008,379,3966630,9.55
23808,Spain,2008,154,2324904,6.62
