,country,year,suicides_no,population,suicides_rate
0,Albania,1987,21,312900,6.71
1,Albania,1987,16,308000,5.19
2,Albania,1987,14,289700,4.83
3,Albania,1987,1,21800,4.59
4,Albania,1987,9,274300,3.28
5,Albania,1987,1,35600,2.81
6,Albania,1987,6,278800,2.15
7,Albania,1987,4,257200,1.56
8,Albania,1987,1,137500,0.73
9,Albania,1987,0,311000,0.0
10,Albania,1987,0,144600,0.0
11,Albania,1987,0,338200,0.0
12,Albania,1988,2,36400,5.49
13,Albania,1988,17,319200,5.33
14,Albania,1988,1,22300,4.48
15,Albania,1988,14,314100,4.46
16,Albania,1988,4,140200,2.85
17,Albania,1988,8,295600,2.71
18,Albania,1988,3,147500,2.03
19,Albania,1988,5,262400,1.91
20,Albania,1988,5,279900,1.79
21,Albania,1988,4,284500,1.41
22,Albania,1988,0,317200,0.0
23,Albania,1988,0,345000,0.0
24,Albania,1989,2,22500,8.89
25,Albania,1989,18,283600,6.35
26,Albania,1989,15,318400,4.71
27,Albania,1989,6,142100,4.22
28,Albania,1989,12,323500,3.71
29,Albania,1989,7,288600,2.43
30,Albania,1989,5,299900,1.67
31,Albania,1989,2,266300,0.75
32,Albania,1989,1,149600,0.67
33,Albania,1989,0,321900,0.0
34,Albania,1989,0,37000,0.0
35,Albania,1989,0,349700,0.0
36,Albania,1992,12,343800,3.49
37,Albania,1992,9,263700,3.41
38,Albania,1992,5,159500,3.13
39,Albania,1992,7,245500,2.85
40,Albania,1992,7,292400,2.39
41,Albania,1992,4,267400,1.5
42,Albania,1992,2,323100,0.62
43,Albania,1992,1,164900,0.61
44,Albania,1992,0,336700,0.0
45,Albania,1992,0,38700,0.0
46,Albania,1992,0,362900,0.0
47,Albania,1992,0,23900,0.0
48,Albania,1993,18,243300,7.4
49,Albania,1993,7,165000,4.24
50,Albania,1993,1,24200,4.13
51,Albania,1993,9,230100,3.91
52,Albania,1993,10,285300,3.51
53,Albania,1993,10,350300,2.85
54,Albania,1993,7,261800,2.67
55,Albania,1993,7,331200,2.11
56,Albania,1993,2,169500,1.18
57,Albania,1993,1,340300,0.29
58,Albania,1993,1,367000,0.27
59,Albania,1993,0,39300,0.0
60,Albania,1994,2,24600,8.13
61,Albania,1994,11,171400,6.42
62,Albania,1994,2,39900,5.01
63,Albania,1994,6,231400,2.59
64,Albania,1994,9,362800,2.48
65,Albania,1994,6,242200,2.48
66,Albania,1994,6,282600,2.12
67,Albania,1994,4,261100,1.53
68,Albania,1994,2,342500,0.58
69,Albania,1994,1,174600,0.57
70,Albania,1994,1,371800,0.27
71,Albania,1994,0,344400,0.0
72,Albania,1995,13,232900,5.58
73,Albania,1995,9,178000,5.06
74,Albania,1995,2,40800,4.9
75,Albania,1995,13,283500,4.59
76,Albania,1995,11,241200,4.56
77,Albania,1995,1,25100,3.98
78,Albania,1995,14,375900,3.72
79,Albania,1995,7,264000,2.65
80,Albania,1995,8,356400,2.24
81,Albania,1995,6,376500,1.59
82,Albania,1995,2,180400,1.11
83,Albania,1995,2,348700,0.57
84,Albania,1996,2,25400,7.87
85,Albania,1996,17,243600,6.98
86,Albania,1996,14,235300,5.95
87,Albania,1996,16,287700,5.56
88,Albania,1996,2,41200,4.85
89,Albania,1996,10,267900,3.73
90,Albania,1996,12,379600,3.16
91,Albania,1996,9,362000,2.49
92,Albania,1996,3,179900,1.67
93,Albania,1996,1,183100,0.55
94,Albania,1996,2,380400,0.53
95,Albania,1996,1,354100,0.28
96,Albania,1997,36,236000,15.25
97,Albania,1997,33,244400,13.5
98,Albania,1997,3,25400,11.81
99,Albania,1997,30,380800,7.88
100,Albania,1997,21,294000,7.14
101,Albania,1997,12,180300,6.66
102,Albania,1997,16,273900,5.84
103,Albania,1997,2,42100,4.75
104,Albania,1997,7,370100,1.89
105,Albania,1997,6,361800,1.66
106,Albania,1997,4,381500,1.05
107,Albania,1997,0,187000,0.0
108,Albania,1998,3,25800,11.63
109,Albania,1998,27,248800,10.85
110,Albania,1998,32,295600,10.83
111,Albania,1998,26,240400,10.82
112,Albania,1998,29,388200,7.47
113,Albania,1998,9,183800,4.9
114,Albania,1998,10,275300,3.63
115,Albania,1998,6,188200,3.19
116,Albania,1998,9,372100,2.42
117,Albania,1998,2,388400,0.51
118,Albania,1998,1,363800,0.27
119,Albania,1998,0,42300,0.0
120,Albania,1999,3,25900,11.58
121,Albania,1999,24,250600,9.58
122,Albania,1999,4,42400,9.43
123,Albania,1999,31,391100,7.93
124,Albania,1999,19,242300,7.84
125,Albania,1999,14,185200,7.56
126,Albania,1999,19,296800,6.4
127,Albania,1999,13,276500,4.7
128,Albania,1999,6,188800,3.18
129,Albania,1999,5,373600,1.34
130,Albania,1999,1,365200,0.27
131,Albania,1999,0,391300,0.0
132,Albania,2000,17,232000,7.33
133,Albania,2000,10,177400,5.64
134,Albania,2000,2,37800,5.29
135,Albania,2000,1,24900,4.02
136,Albania,2000,6,263900,2.27
137,Albania,2000,5,240000,2.08
138,Albania,2000,5,332200,1.51
139,Albania,2000,3,245800,1.22
140,Albania,2000,4,374700,1.07
141,Albania,2000,1,374900,0.27
142,Albania,2000,0,324700,0.0
143,Albania,2000,0,168000,0.0
144,Albania,2001,22,206484,10.65
145,Albania,2001,34,378826,8.98
146,Albania,2001,11,196670,5.59
147,Albania,2001,2,47254,4.23
148,Albania,2001,10,256039,3.91
149,Albania,2001,9,271359,3.32
150,Albania,2001,12,370191,3.24
151,Albania,2001,1,31044,3.22
152,Albania,2001,6,189799,3.16
153,Albania,2001,6,321556,1.87
154,Albania,2001,4,222771,1.8
155,Albania,2001,2,307356,0.65
156,Albania,2002,4,31007,12.9
157,Albania,2002,23,206286,11.15
158,Albania,2002,35,382139,9.16
159,Albania,2002,13,198130,6.56
160,Albania,2002,15,263067,5.7
161,Albania,2002,14,275970,5.07
162,Albania,2002,15,375113,4.0
163,Albania,2002,7,223685,3.13
164,Albania,2002,1,47407,2.11
165,Albania,2002,4,191712,2.09
166,Albania,2002,1,304850,0.33
167,Albania,2002,1,319473,0.31
168,Albania,2003,6,49088,12.22
169,Albania,2003,16,201520,7.94
170,Albania,2003,28,386196,7.25
171,Albania,2003,15,273235,5.49
172,Albania,2003,14,283709,4.93
173,Albania,2003,9,195699,4.6
174,Albania,2003,9,205433,4.38
175,Albania,2003,9,222941,4.04
176,Albania,2003,13,381760,3.41
177,Albania,2003,1,32667,3.06
178,Albania,2003,4,313204,1.28
179,Albania,2003,0,298477,0.0
180,Albania,2004,4,35526,11.26
181,Albania,2004,39,391767,9.95
182,Albania,2004,16,203938,7.85
183,Albania,2004,20,292268,6.84
184,Albania,2004,19,286768,6.63
185,Albania,2004,3,50970,5.89
186,Albania,2004,11,222389,4.95
187,Albania,2004,10,207202,4.83
188,Albania,2004,17,391436,4.34
189,Albania,2004,3,203841,1.47
190,Albania,2004,3,286705,1.05
191,Albania,2004,1,302181,0.33
192,Albania,2005,0,281922,0.0
193,Albania,2005,0,190745,0.0
194,Albania,2005,0,386513,0.0
195,Albania,2005,0,276559,0.0
196,Albania,2005,0,210998,0.0
197,Albania,2005,0,53191,0.0
198,Albania,2005,0,281675,0.0
199,Albania,2005,0,177519,0.0
200,Albania,2005,0,380242,0.0
201,Albania,2005,0,291367,0.0
202,Albania,2005,0,214118,0.0
203,Albania,2005,0,38471,0.0
204,Albania,2006,0,283138,0.0
205,Albania,2006,0,186391,0.0
206,Albania,2006,0,388746,0.0
207,Albania,2006,0,267316,0.0
208,Albania,2006,0,215907,0.0
209,Albania,2006,0,56011,0.0
210,Albania,2006,0,286679,0.0
211,Albania,2006,0,174092,0.0
212,Albania,2006,0,379076,0.0
213,Albania,2006,0,282678,0.0
214,Albania,2006,0,219360,0.0
215,Albania,2006,0,40782,0.0
216,Albania,2007,8,42366,18.88
217,Albania,2007,29,378626,7.66
218,Albania,2007,14,224160,6.25
219,Albania,2007,3,57404,5.23
220,Albania,2007,9,172494,5.22
221,Albania,2007,13,281080,4.63
222,Albania,2007,13,288349,4.51
223,Albania,2007,8,183629,4.36
224,Albania,2007,9,221120,4.07
225,Albania,2007,14,391811,3.57
226,Albania,2007,4,272497,1.47
227,Albania,2007,0,256808,0.0
228,Albania,2008,21,172855,12.15
229,Albania,2008,37,377119,9.81
230,Albania,2008,21,228672,9.18
231,Albania,2008,5,59369,8.42
232,Albania,2008,20,276073,7.24
233,Albania,2008,9,182663,4.93
234,Albania,2008,19,393832,4.82
235,Albania,2008,2,44574,4.49
236,Albania,2008,11,286702,3.84
237,Albania,2008,7,226448,3.09
238,Albania,2008,7,262464,2.67
239,Albania,2008,1,246288,0.41
240,Albania,2009,0,270003,0.0
241,Albania,2009,0,182712,0.0
242,Albania,2009,0,394286,0.0
243,Albania,2009,0,236174,0.0
244,Albania,2009,0,233302,0.0
245,Albania,2009,0,61582,0.0
246,Albania,2009,0,283448,0.0
247,Albania,2009,0,174955,0.0
248,Albania,2009,0,374365,0.0
249,Albania,2009,0,253007,0.0
250,Albania,2009,0,234570,0.0
251,Albania,2009,0,47331,0.0
252,Albania,2010,20,241852,8.27
253,Albania,2010,20,371611,5.38
254,Albania,2010,9,179720,5.01
255,Albania,2010,2,50767,3.94
256,Albania,2010,10,279508,3.58
257,Albania,2010,6,183579,3.27
258,Albania,2010,2,64415,3.1
259,Albania,2010,12,394593,3.04
260,Albania,2010,7,241491,2.9
261,Albania,2010,6,263581,2.28
262,Albania,2010,2,223969,0.89
263,Albania,2010,0,240939,0.0
264,Antigua and Barbuda,1985,0,7709,0.0
265,Antigua and Barbuda,1985,0,6344,0.0
266,Antigua and Barbuda,1985,0,6173,0.0
267,Antigua and Barbuda,1985,0,7339,0.0
268,Antigua and Barbuda,1985,0,3778,0.0
269,Antigua and Barbuda,1985,0,949,0.0
270,Antigua and Barbuda,1985,0,7667,0.0
271,Antigua and Barbuda,1985,0,6194,0.0
272,Antigua and Barbuda,1985,0,5970,0.0
273,Antigua and Barbuda,1985,0,7304,0.0
274,Antigua and Barbuda,1985,0,2723,0.0
275,Antigua and Barbuda,1985,0,424,0.0
276,Antigua and Barbuda,1986,0,7668,0.0
277,Antigua and Barbuda,1986,0,6209,0.0
278,Antigua and Barbuda,1986,0,6101,0.0
279,Antigua and Barbuda,1986,0,6907,0.0
280,Antigua and Barbuda,1986,0,3764,0.0
281,Antigua and Barbuda,1986,0,1014,0.0
282,Antigua and Barbuda,1986,0,7563,0.0
283,Antigua and Barbuda,1986,0,6023,0.0
284,Antigua and Barbuda,1986,0,5947,0.0
285,Antigua and Barbuda,1986,0,6827,0.0
286,Antigua and Barbuda,1986,0,2771,0.0
287,Antigua and Barbuda,1986,0,476,0.0
288,Antigua and Barbuda,1987,0,7583,0.0
289,Antigua and Barbuda,1987,0,6101,0.0
290,Antigua and Barbuda,1987,0,6059,0.0
291,Antigua and Barbuda,1987,0,6623,0.0
292,Antigua and Barbuda,1987,0,3738,0.0
293,Antigua and Barbuda,1987,0,1081,0.0
294,Antigua and Barbuda,1987,0,7421,0.0
295,Antigua and Barbuda,1987,0,5893,0.0
296,Antigua and Barbuda,1987,0,5927,0.0
297,Antigua and Barbuda,1987,0,6499,0.0
298,Antigua and Barbuda,1987,0,2798,0.0
299,Antigua and Barbuda,1987,0,538,0.0
300,Antigua and Barbuda,1988,0,7413,0.0
301,Antigua and Barbuda,1988,0,6041,0.0
302,Antigua and Barbuda,1988,0,6021,0.0
303,Antigua and Barbuda,1988,0,6527,0.0
304,Antigua and Barbuda,1988,0,3708,0.0
305,Antigua and Barbuda,1988,0,1141,0.0
306,Antigua and Barbuda,1988,0,7209,0.0
307,Antigua and Barbuda,1988,0,5826,0.0
308,Antigua and Barbuda,1988,0,5907,0.0
309,Antigua and Barbuda,1988,0,6355,0.0
310,Antigua and Barbuda,1988,0,2813,0.0
311,Antigua and Barbuda,1988,0,603,0.0
312,Antigua and Barbuda,1989,0,7152,0.0
313,Antigua and Barbuda,1989,0,6059,0.0
314,Antigua and Barbuda,1989,0,5969,0.0
315,Antigua and Barbuda,1989,0,6621,0.0
316,Antigua and Barbuda,1989,0,3696,0.0
317,Antigua and Barbuda,1989,0,1195,0.0
318,Antigua and Barbuda,1989,0,6927,0.0
319,Antigua and Barbuda,1989,0,5835,0.0
320,Antigua and Barbuda,1989,0,5862,0.0
321,Antigua and Barbuda,1989,0,6403,0.0
322,Antigua and Barbuda,1989,0,2843,0.0
323,Antigua and Barbuda,1989,0,676,0.0
324,Antigua and Barbuda,1990,1,5799,17.24
325,Antigua and Barbuda,1990,0,6827,0.0
326,Antigua and Barbuda,1990,0,6172,0.0
327,Antigua and Barbuda,1990,0,5895,0.0
328,Antigua and Barbuda,1990,0,6877,0.0
329,Antigua and Barbuda,1990,0,3706,0.0
330,Antigua and Barbuda,1990,0,1252,0.0
331,Antigua and Barbuda,1990,0,6598,0.0
332,Antigua and Barbuda,1990,0,5937,0.0
333,Antigua and Barbuda,1990,0,6611,0.0
334,Antigua and Barbuda,1990,0,2902,0.0
335,Antigua and Barbuda,1990,0,758,0.0
336,Antigua and Barbuda,1991,0,6595,0.0
337,Antigua and Barbuda,1991,0,6396,0.0
338,Antigua and Barbuda,1991,0,6198,0.0
339,Antigua and Barbuda,1991,0,7089,0.0
340,Antigua and Barbuda,1991,0,3665,0.0
341,Antigua and Barbuda,1991,0,1293,0.0
342,Antigua and Barbuda,1991,0,6401,0.0
343,Antigua and Barbuda,1991,0,6156,0.0
344,Antigua and Barbuda,1991,0,6122,0.0
345,Antigua and Barbuda,1991,0,6818,0.0
346,Antigua and Barbuda,1991,0,2857,0.0
347,Antigua and Barbuda,1991,0,804,0.0
348,Antigua and Barbuda,1992,0,6369,0.0
349,Antigua and Barbuda,1992,0,6650,0.0
350,Antigua and Barbuda,1992,0,6534,0.0
351,Antigua and Barbuda,1992,0,7311,0.0
352,Antigua and Barbuda,1992,0,3648,0.0
353,Antigua and Barbuda,1992,0,1339,0.0
354,Antigua and Barbuda,1992,0,6221,0.0
355,Antigua and Barbuda,1992,0,6409,0.0
356,Antigua and Barbuda,1992,0,6497,0.0
357,Antigua and Barbuda,1992,0,7059,0.0
358,Antigua and Barbuda,1992,0,2851,0.0
359,Antigua and Barbuda,1992,0,853,0.0
360,Antigua and Barbuda,1993,1,6668,15.0
361,Antigua and Barbuda,1993,0,6182,0.0
362,Antigua and Barbuda,1993,0,6914,0.0
363,Antigua and Barbuda,1993,0,6917,0.0
364,Antigua and Barbuda,1993,0,7529,0.0
365,Antigua and Barbuda,1993,0,3662,0.0
366,Antigua and Barbuda,1993,0,1386,0.0
367,Antigua and Barbuda,1993,0,6069,0.0
368,Antigua and Barbuda,1993,0,6915,0.0
369,Antigua and Barbuda,1993,0,7298,0.0
370,Antigua and Barbuda,1993,0,2879,0.0
371,Antigua and Barbuda,1993,0,896,0.0
372,Antigua and Barbuda,1994,0,6083,0.0
373,Antigua and Barbuda,1994,0,7151,0.0
374,Antigua and Barbuda,1994,0,7357,0.0
375,Antigua and Barbuda,1994,0,7722,0.0
376,Antigua and Barbuda,1994,0,3715,0.0
377,Antigua and Barbuda,1994,0,1437,0.0
378,Antigua and Barbuda,1994,0,5976,0.0
379,Antigua and Barbuda,1994,0,6886,0.0
380,Antigua and Barbuda,1994,0,7359,0.0
381,Antigua and Barbuda,1994,0,7494,0.0
382,Antigua and Barbuda,1994,0,2935,0.0
383,Antigua and Barbuda,1994,0,929,0.0
384,Antigua and Barbuda,1995,0,6099,0.0
385,Antigua and Barbuda,1995,0,7333,0.0
386,Antigua and Barbuda,1995,0,7851,0.0
387,Antigua and Barbuda,1995,0,7885,0.0
388,Antigua and Barbuda,1995,0,3808,0.0
389,Antigua and Barbuda,1995,0,1488,0.0
390,Antigua and Barbuda,1995,0,5953,0.0
391,Antigua and Barbuda,1995,0,7023,0.0
392,Antigua and Barbuda,1995,0,7809,0.0
393,Antigua and Barbuda,1995,0,7632,0.0
394,Antigua and Barbuda,1995,0,3021,0.0
395,Antigua and Barbuda,1995,0,944,0.0
396,Antigua and Barbuda,1998,0,6529,0.0
397,Antigua and Barbuda,1998,0,8332,0.0
398,Antigua and Barbuda,1998,0,9615,0.0
399,Antigua and Barbuda,1998,0,8183,0.0
400,Antigua and Barbuda,1998,0,3921,0.0
401,Antigua and Barbuda,1998,0,1476,0.0
402,Antigua and Barbuda,1998,0,5916,0.0
403,Antigua and Barbuda,1998,0,7294,0.0
404,Antigua and Barbuda,1998,0,9086,0.0
405,Antigua and Barbuda,1998,0,7706,0.0
406,Antigua and Barbuda,1998,0,3213,0.0
407,Antigua and Barbuda,1998,0,954,0.0
408,Antigua and Barbuda,1999,0,6589,0.0
409,Antigua and Barbuda,1999,0,8526,0.0
410,Antigua and Barbuda,1999,0,10311,0.0
411,Antigua and Barbuda,1999,0,8314,0.0
412,Antigua and Barbuda,1999,0,3968,0.0
413,Antigua and Barbuda,1999,0,1451,0.0
414,Antigua and Barbuda,1999,0,5845,0.0
415,Antigua and Barbuda,1999,0,7263,0.0
416,Antigua and Barbuda,1999,0,9537,0.0
417,Antigua and Barbuda,1999,0,7805,0.0
418,Antigua and Barbuda,1999,0,3276,0.0
419,Antigua and Barbuda,1999,0,947,0.0
420,Antigua and Barbuda,2000,1,3333,30.0
421,Antigua and Barbuda,2000,1,10033,9.97
422,Antigua and Barbuda,2000,0,6616,0.0
423,Antigua and Barbuda,2000,0,8595,0.0
424,Antigua and Barbuda,2000,0,11040,0.0
425,Antigua and Barbuda,2000,0,8439,0.0
426,Antigua and Barbuda,2000,0,3986,0.0
427,Antigua and Barbuda,2000,0,1413,0.0
428,Antigua and Barbuda,2000,0,5783,0.0
429,Antigua and Barbuda,2000,0,7177,0.0
430,Antigua and Barbuda,2000,0,7973,0.0
431,Antigua and Barbuda,2000,0,938,0.0
432,Antigua and Barbuda,2001,2,10281,19.45
433,Antigua and Barbuda,2001,0,6902,0.0
434,Antigua and Barbuda,2001,0,8425,0.0
435,Antigua and Barbuda,2001,0,11402,0.0
436,Antigua and Barbuda,2001,0,8428,0.0
437,Antigua and Barbuda,2001,0,4037,0.0
438,Antigua and Barbuda,2001,0,1487,0.0
439,Antigua and Barbuda,2001,0,6084,0.0
440,Antigua and Barbuda,2001,0,7071,0.0
441,Antigua and Barbuda,2001,0,7958,0.0
442,Antigua and Barbuda,2001,0,3442,0.0
443,Antigua and Barbuda,2001,0,980,0.0
444,Antigua and Barbuda,2002,0,7196,0.0
445,Antigua and Barbuda,2002,0,8155,0.0
446,Antigua and Barbuda,2002,0,11760,0.0
447,Antigua and Barbuda,2002,0,8408,0.0
448,Antigua and Barbuda,2002,0,4050,0.0
449,Antigua and Barbuda,2002,0,1547,0.0
450,Antigua and Barbuda,2002,0,6416,0.0
451,Antigua and Barbuda,2002,0,6921,0.0
452,Antigua and Barbuda,2002,0,10604,0.0
453,Antigua and Barbuda,2002,0,7980,0.0
454,Antigua and Barbuda,2002,0,3527,0.0
455,Antigua and Barbuda,2002,0,1024,0.0
456,Antigua and Barbuda,2003,1,3594,27.82
457,Antigua and Barbuda,2003,0,7454,0.0
458,Antigua and Barbuda,2003,0,7831,0.0
459,Antigua and Barbuda,2003,0,12129,0.0
460,Antigua and Barbuda,2003,0,8423,0.0
461,Antigua and Barbuda,2003,0,4054,0.0
462,Antigua and Barbuda,2003,0,1583,0.0
463,Antigua and Barbuda,2003,0,6730,0.0
464,Antigua and Barbuda,2003,0,6734,0.0
465,Antigua and Barbuda,2003,0,10997,0.0
466,Antigua and Barbuda,2003,0,8061,0.0
467,Antigua and Barbuda,2003,0,1068,0.0
468,Antigua and Barbuda,2004,1,3665,27.29
469,Antigua and Barbuda,2004,1,11406,8.77
470,Antigua and Barbuda,2004,0,7648,0.0
471,Antigua and Barbuda,2004,0,7531,0.0
472,Antigua and Barbuda,2004,0,12492,0.0
473,Antigua and Barbuda,2004,0,8488,0.0
474,Antigua and Barbuda,2004,0,4088,0.0
475,Antigua and Barbuda,2004,0,1590,0.0
476,Antigua and Barbuda,2004,0,6968,0.0
477,Antigua and Barbuda,2004,0,6556,0.0
478,Antigua and Barbuda,2004,0,8196,0.0
479,Antigua and Barbuda,2004,0,1094,0.0
480,Antigua and Barbuda,2005,0,7780,0.0
481,Antigua and Barbuda,2005,0,7327,0.0
482,Antigua and Barbuda,2005,0,12835,0.0
483,Antigua and Barbuda,2005,0,8584,0.0
484,Antigua and Barbuda,2005,0,4157,0.0
485,Antigua and Barbuda,2005,0,1575,0.0
486,Antigua and Barbuda,2005,0,7113,0.0
487,Antigua and Barbuda,2005,0,6444,0.0
488,Antigua and Barbuda,2005,0,11778,0.0
489,Antigua and Barbuda,2005,0,8358,0.0
490,Antigua and Barbuda,2005,0,3748,0.0
491,Antigua and Barbuda,2005,0,1110,0.0
492,Antigua and Barbuda,2006,0,7902,0.0
493,Antigua and Barbuda,2006,0,7098,0.0
494,Antigua and Barbuda,2006,0,13374,0.0
495,Antigua and Barbuda,2006,0,8571,0.0
496,Antigua and Barbuda,2006,0,4256,0.0
497,Antigua and Barbuda,2006,0,1573,0.0
498,Antigua and Barbuda,2006,0,7239,0.0
499,Antigua and Barbuda,2006,0,6319,0.0
500,Antigua and Barbuda,2006,0,12202,0.0
501,Antigua and Barbuda,2006,0,8485,0.0
502,Antigua and Barbuda,2006,0,3847,0.0
503,Antigua and Barbuda,2006,0,1107,0.0
504,Antigua and Barbuda,2007,1,12530,7.98
505,Antigua and Barbuda,2007,0,8013,0.0
506,Antigua and Barbuda,2007,0,6962,0.0
507,Antigua and Barbuda,2007,0,13860,0.0
508,Antigua and Barbuda,2007,0,8555,0.0
509,Antigua and Barbuda,2007,0,4400,0.0
510,Antigua and Barbuda,2007,0,1568,0.0
511,Antigua and Barbuda,2007,0,7330,0.0
512,Antigua and Barbuda,2007,0,6267,0.0
513,Antigua and Barbuda,2007,0,8564,0.0
514,Antigua and Barbuda,2007,0,3988,0.0
515,Antigua and Barbuda,2007,0,1094,0.0
516,Antigua and Barbuda,2008,0,8108,0.0
517,Antigua and Barbuda,2008,0,6910,0.0
518,Antigua and Barbuda,2008,0,14278,0.0
519,Antigua and Barbuda,2008,0,8537,0.0
520,Antigua and Barbuda,2008,0,4587,0.0
521,Antigua and Barbuda,2008,0,1567,0.0
522,Antigua and Barbuda,2008,0,7404,0.0
523,Antigua and Barbuda,2008,0,6274,0.0
524,Antigua and Barbuda,2008,0,12782,0.0
525,Antigua and Barbuda,2008,0,8599,0.0
526,Antigua and Barbuda,2008,0,4158,0.0
527,Antigua and Barbuda,2008,0,1069,0.0
528,Antigua and Barbuda,2009,0,8199,0.0
529,Antigua and Barbuda,2009,0,6917,0.0
530,Antigua and Barbuda,2009,0,14629,0.0
531,Antigua and Barbuda,2009,0,8514,0.0
532,Antigua and Barbuda,2009,0,4793,0.0
533,Antigua and Barbuda,2009,0,1571,0.0
534,Antigua and Barbuda,2009,0,7489,0.0
535,Antigua and Barbuda,2009,0,6325,0.0
536,Antigua and Barbuda,2009,0,12978,0.0
537,Antigua and Barbuda,2009,0,8599,0.0
538,Antigua and Barbuda,2009,0,4349,0.0
539,Antigua and Barbuda,2009,0,1042,0.0
540,Antigua and Barbuda,2012,0,8435,0.0
541,Antigua and Barbuda,2012,0,7215,0.0
542,Antigua and Barbuda,2012,0,15193,0.0
543,Antigua and Barbuda,2012,0,8401,0.0
544,Antigua and Barbuda,2012,0,5512,0.0
545,Antigua and Barbuda,2012,0,1625,0.0
546,Antigua and Barbuda,2012,0,7893,0.0
547,Antigua and Barbuda,2012,0,6629,0.0
548,Antigua and Barbuda,2012,0,13280,0.0
549,Antigua and Barbuda,2012,0,8475,0.0
550,Antigua and Barbuda,2012,0,4994,0.0
551,Antigua and Barbuda,2012,0,1051,0.0
552,Antigua and Barbuda,2013,0,8494,0.0
553,Antigua and Barbuda,2013,0,7397,0.0
554,Antigua and Barbuda,2013,0,15236,0.0
555,Antigua and Barbuda,2013,0,8353,0.0
556,Antigua and Barbuda,2013,0,5787,0.0
557,Antigua and Barbuda,2013,0,1652,0.0
558,Antigua and Barbuda,2013,0,8061,0.0
559,Antigua and Barbuda,2013,0,6782,0.0
560,Antigua and Barbuda,2013,0,13302,0.0
561,Antigua and Barbuda,2013,0,8405,0.0
562,Antigua and Barbuda,2013,0,5238,0.0
563,Antigua and Barbuda,2013,0,1072,0.0
564,Antigua and Barbuda,2014,0,8537,0.0
565,Antigua and Barbuda,2014,0,7578,0.0
566,Antigua and Barbuda,2014,0,15273,0.0
567,Antigua and Barbuda,2014,0,8296,0.0
568,Antigua and Barbuda,2014,0,6085,0.0
569,Antigua and Barbuda,2014,0,1686,0.0
570,Antigua and Barbuda,2014,0,8208,0.0
571,Antigua and Barbuda,2014,0,6928,0.0
572,Antigua and Barbuda,2014,0,13325,0.0
573,Antigua and Barbuda,2014,0,8335,0.0
574,Antigua and Barbuda,2014,0,5503,0.0
575,Antigua and Barbuda,2014,0,1083,0.0
576,Antigua and Barbuda,2015,1,6403,15.62
577,Antigua and Barbuda,2015,0,8561,0.0
578,Antigua and Barbuda,2015,0,7740,0.0
579,Antigua and Barbuda,2015,0,15323,0.0
580,Antigua and Barbuda,2015,0,8239,0.0
581,Antigua and Barbuda,2015,0,1724,0.0
582,Antigua and Barbuda,2015,0,8331,0.0
583,Antigua and Barbuda,2015,0,7059,0.0
584,Antigua and Barbuda,2015,0,13370,0.0
585,Antigua and Barbuda,2015,0,8268,0.0
586,Antigua and Barbuda,2015,0,5784,0.0
587,Antigua and Barbuda,2015,0,1087,0.0
588,Argentina,1985,202,363000,55.65
589,Argentina,1985,485,1997000,24.29
590,Argentina,1985,414,3346300,12.37
591,Argentina,1985,210,2304000,9.11
592,Argentina,1985,177,2234200,7.92
593,Argentina,1985,41,537000,7.64
594,Argentina,1985,156,2415200,6.46
595,Argentina,1985,142,3355300,4.23
596,Argentina,1985,65,2185200,2.97
597,Argentina,1985,69,2354200,2.93
598,Argentina,1985,16,3044200,0.53
599,Argentina,1985,11,2955200,0.37
600,Argentina,1986,230,365000,63.01
601,Argentina,1986,530,2008300,26.39
602,Argentina,1986,478,3365200,14.2
603,Argentina,1986,209,2246900,9.3
604,Argentina,1986,48,540200,8.89
605,Argentina,1986,201,2317100,8.67
606,Argentina,1986,186,2428900,7.66
607,Argentina,1986,188,3374300,5.57
608,Argentina,1986,96,2197600,4.37
609,Argentina,1986,101,2367600,4.27
610,Argentina,1986,10,3061400,0.33
611,Argentina,1986,7,2971900,0.24
612,Argentina,1987,200,369800,54.08
613,Argentina,1987,532,2034500,26.15
614,Argentina,1987,482,3409100,14.14
615,Argentina,1987,57,547000,10.42
616,Argentina,1987,224,2347300,9.54
617,Argentina,1987,192,2276200,8.44
618,Argentina,1987,179,2460600,7.27
619,Argentina,1987,209,3418300,6.11
620,Argentina,1987,89,2226200,4.0
621,Argentina,1987,93,2398400,3.88
622,Argentina,1987,15,3101300,0.48
623,Argentina,1987,14,3010700,0.47
624,Argentina,1988,216,392000,55.1
625,Argentina,1988,550,2079000,26.46
626,Argentina,1988,477,3503000,13.62
627,Argentina,1988,61,602000,10.13
628,Argentina,1988,233,2412000,9.66
629,Argentina,1988,215,2276000,9.45
630,Argentina,1988,211,2524000,8.36
631,Argentina,1988,198,3508000,5.64
632,Argentina,1988,101,2459000,4.11
633,Argentina,1988,61,2228000,2.74
634,Argentina,1988,20,3210000,0.62
635,Argentina,1988,11,3115000,0.35
636,Argentina,1989,208,400000,52.0
637,Argentina,1989,548,2105000,26.03
638,Argentina,1989,462,3561000,12.97
639,Argentina,1989,65,622000,10.45
640,Argentina,1989,219,2287000,9.58
641,Argentina,1989,201,2446000,8.22
642,Argentina,1989,186,2575000,7.22
643,Argentina,1989,166,3563000,4.66
644,Argentina,1989,83,2240000,3.71
